,MOF Name,Ref Code,Property,Value,Units,Condition,Summary,Reference
311,[Zn3 ACHTUNGTRENNUNG(bpdc)3 ACHTUNGTRENNUNG(bpy)]. ACHTUNGTRENNUNG(DMF)4. ACHTUNGTRENNUNG(H2O),HELLOW,Water Stability,Unstable,N/A,,"To investigate the effect of CH3 on the water stability, compounds 1 and 3 were tested in a water-vapor (323 K) environment. Figures S4 and S5 in the Supporting Information show that the framework of 1 remains unchanged after exposure to water vapor for up to 10 days, whereas its parent structure 3 (without CH3 functionalization) shows significant degradation after exposure over the same length of time.",10.1002/asia.201201081
312,PCN-56,HELLOW,Water Stability,Stable,Not applicable,,"Importantly, chemical stability examinations revealed that these MOFs can not only survive water treatment but also remain intact in dilute acid (pH = 2 solution with HCl) and base (pH = 11 solution with NaOH) for some time (section 12 in the SI).",10.1021/ja3063919
313,PCN-57,HELLOW,Water Stability,Stable,Not applicable,,Chemical stability examinations revealed that these MOFs can not only survive water treatment but also remain intact in dilute acid (pH = 2 solution with HCl) and base (pH = 11 solution with NaOH) for some time (section 12 in the SI).,10.1021/ja3063919
314,PCN-58,HELLOW,Water Stability,Stable,Not applicable,,Chemical stability examinations revealed that these MOFs can not only survive water treatment but also remain intact in dilute acid (pH = 2 solution with HCl) and base (pH = 11 solution with NaOH) for some time (section 12 in the SI).,10.1021/ja3063919
315,PCN-59,HELLOW,Water Stability,Stable,Not applicable,,Chemical stability examinations revealed that these MOFs can not only survive water treatment but also remain intact in dilute acid (pH = 2 solution with HCl) and base (pH = 11 solution with NaOH) for some time (section 12 in the SI).,10.1021/ja3063919
316,[[Zn4O(bfbpdc)3(bpy)0.5(H2O)].(3DMF)(H2O)]n,HELLOW,Water Stability,Stable,N/A,,"The stability of the compound in the presence of water vapor was checked. The desolvated sample was taken in a glass vial and kept in a slightly bigger screw cap bottle containing water. The PXRD of the sample was recorded after different time intervals. The framework stability was confirmed from the PXRD pattern (Figure 3). However, most MOFs, in particular zinc-based MOFs, are moisture-sensitive because the weak metal−oxygen coordination allows for attack by water molecules, resulting in the phase transformation and decomposition of the framework. Here, the water stability of this framework might be due to introducing hydrophobic functional groups like −CF3 into the framework structures, which make the framework water resistant. The run of the water vapor physisorption isotherm reflects a very hydrophobic surface of 1. The significant uptake can be reached only at a high relative humidity level (p/p0 > 0.9; Figure 18). This outperforms even activated carbon, known to have a hydrophobic surface.",10.1021/ic302645r
317,DUT-23,HELLOW,Water Stability,Not provided,N/A,,The document does not provide any information regarding the water stability of DUT-23. There are no sentences that mention its behavior in water or humid conditions.,10.1021/ic302645r
318,DUT-49,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information about the water stability of DUT-49. The text does not mention its behavior in water or aqueous solutions, nor does it discuss any changes in properties or structure upon exposure to moisture or water. Therefore, the water stability of DUT-49 is not provided in the document.",10.1021/ic302645r
319,MOF-210,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of MOF-210. There is no mention of its behavior in water or aqueous solutions, nor any details about its crystallinity or structural integrity after exposure to moisture. The document focuses on other properties and comparisons of MOF-210, but not its water stability.",10.1021/ic302645r
320,PCN-14,HELLOW,Water Stability,Not provided,,,Not provided,10.1021/ic302645r
321,MOF-253,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/ic302645r
322,UMCM-150,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/ic302645r
323,CuEBTC,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide explicit information regarding the water stability of CuEBTC. While it mentions that water adsorption is significantly lower compared to HKUST-1 due to the hydrophobic functional groups, it does not specify whether CuEBTC retains its structure or properties after exposure to water or humid conditions. Therefore, the water stability is categorized as 'Not provided'.",10.1021/cg300518k
324,CuMBTC,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide explicit information regarding the water stability of CuMBTC according to the given rules. While there is mention of water adsorption properties and the impact of functional groups on water adsorption, there is no clear statement about the stability of CuMBTC in water or humid conditions. Therefore, the water stability is categorized as 'Not provided.'",10.1021/cg300518k
325,HKUST-1,HELLOW,Water Stability,Unstable,N/A,,"The open-metal sites also have a strong affinity for water, which will decrease the capacity for other gases when present in a mixture. Water vapor is typically present at various levels in CO2-containing streams such as flue gas. While the open-metal sites are known to interact favorably with CO2, the interaction with water is even more favorable. As a result, water will typically adsorb preferentially over CO2 in MOFs with open-metal sites, leading to lower adsorption capacity for CO2. Thus, limiting or preventing water uptake will improve the selectivity and capacity of the MOF for CO2. The water isotherms for HKUST-1, CuMBTC, and CuEBTC are shown in Figure 8. Because of the functional groups -CH3 and -C2H5, the decrease in water adsorption for CuMBTC and CuEBTC compared to HKUST-1 is pronounced. High adsorption loadings at high concentrations are typically a function of large pore volume. However, the pore volume differences between HKUST-1 Figure 6. The pore structure (a) and windows which make the pores form 1D channels (b). Figure 7. Adsorption isotherms for CO2 and CH4 in HKUST-1,7 CuMBTC, and CuEBTC at 298 K (closed symbols-adsorption; open symbolsdesorption): (a) 0−20 bar and (b) 0−5 bar. 3712 | 2012, 12, 3709−3713 (0.828 cm3g−1) 17 and CuMBTC (0.7853 cm3g−1) and CuEBTC (0.6472 cm3g−1) cannot totally account for the fact that HKUST-1 adsorbs triple the amount of water compared to the two functionalized MOFs. Clearly, the alkyl functional groups extending from BTC into the pore space are depressing the water adsorption, in spite of the large porosity and presence of open-metal sites. As shown in Figure 2, the PXRD patterns do not change significantly from the activated sample after exposure to 90% relative humidity.",10.1021/cg300518k
326,MIL-101,HELLOW,Water Stability,Not provided,N/A,,"MIL-101 is stable over months under air atmosphere and was not altered when treated with various organic solvents at room temperature or under solvothermal conditions. These properties, together with high adsorption capacities, make MIL-101 an attractive candidate for the adsorption of gas or large molecules.",10.1126/science.1116275 
327,MIL-100,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of MIL-100. There are no sentences that discuss its behavior in water or aqueous solutions, nor any mention of its stability or instability in humid environments or when exposed to moisture or steam.",10.1126/science.1116275 
328,PCN-56,HELLOW,Water Stability,Stable,Not applicable,,PCN-56 to -59 with UiO type structure that remains intact in dilute acid and base (2 < pH < 11),10.1021/ja406844r
329,PCN-57,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/ja406844r
330,PCN-58,HELLOW,Water Stability,Stable,Not applicable,,"During our persistent efforts in this research line, we have reported PCN-56 to -59 with UiO type structure that remains intact in dilute acid and base (2 < pH < 11)9f and PCN-222 survives in concentrated HCl solution8b recently.",10.1021/ja406844r
331,PCN-59,HELLOW,Water Stability,Stable,N/A,,"In this work, the assembly of zirconium(IV) and tetracarboxylic acids based on porphyrin center that could play multifunctionalities (such as light-harvesting, oxygen transportation, and catalysis, etc.10), leads to exceptionally stable Zr-MOFs, which are not only thermally stable (≥350 °C) but also retain frameworks in the aqueous solutions with pH ranges from 1 to 11. To our knowledge, this is the broadest pH range that a porphyrinic MOF can survive thus far. Remarkably, by perfectly combining the wide-pH-range stability and the dye characteristic of involved porphyrin center, our preliminary results have demonstrated that the resultant MOF could present pH- dependent fluorescence.",10.1021/ja406844r
332,PCN-225,HELLOW,Water Stability,Stable,N/A,,"The MOF remains intact in both boiling water and aqueous solutions with pH ranging from 1 to 11, a remarkably extensive pH range that a MOF can sustain. Powder XRD results have suggested that they remain stable not only in boiling water but also in aqueous solutions with pH values in the range of 0−12. The powder XRD profiles are almost unaltered, revealing the retained crystallinity. N2 adsorption isotherms indicate that the porosity of PCN-225 is perfectly maintained in pH = 1−11 solutions as well as boiling water.",10.1021/ja406844r
333,PCN-225(Zn),HELLOW,Water Stability,Stable,N/A,,"The MOF remains intact in both boiling water and aqueous solutions with pH ranging from 1 to 11, a remarkably extensive pH range that a MOF can sustain. Powder X-ray diffraction (XRD) studies have revealed that both MOFs have similar framework topology and the only difference should be the replacement of two hydrogen atoms in each porphyrin center in PCN-225 with one Zn atom in PCN-225(Zn). Therefore, the structure of PCN-225 will be discussed below as a representative. The powder XRD profiles are almost unaltered, revealing the retained crystallinity. N2 adsorption isotherms indicate that the porosity of PCN-225 is perfectly maintained in pH = 1−11 solutions as well as boiling water.",10.1021/ja406844r
334,UiO-66,HELLOW,Water Stability,Not provided,N/A,,The document does not provide specific information about the water stability of UiO-66. It mentions the Zr-O bond length in UiO-66 but does not discuss its stability in water or aqueous solutions.,10.1021/ja406844r
335,UiO-66,HELLOW,Water Stability,Stable,N/A,,"The resistance of Zr-BDC MOF toward solvents like water, DMF, benzene, and acetone was investigated by stirring the desolvated sample in the solvent for 24 h. The UiO-66 material has further been exposed to increasing pressure up to 10.000 kg/cm2. Evidently, the powder XRD pattern remains virtually unaltered by the applied treatment (see Supporting Information).",10.1021/ja8057953
336,UiO-67,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of UiO-67. The text mentions the stability of Zr-BDC MOF (UiO-66) towards solvents like water, but does not explicitly mention UiO-67 in this context. Therefore, the water stability of UiO-67 is not provided in the document.",10.1021/ja8057953
337,UiO-68,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/ja8057953
338,LaBTB,HELLOW,Water Stability,Stable,Not applicable,,"The PXRD patterns of a series of samples strongly indicate the integrity of the framework under these conditions. Furthermore, to confirm the water streams stability, the evacuated framework was treated under 80 ° C, 80% RH and continued 24 h. The PXRD patterns also show the good integrity of 1. The high water and chemical stability of 1 can be assigned to the combination of high coordination number, hydrophobic proton surface, face-to-face assembly of the rigid ligand units, triangular ligand unit and coordination type. The concentration of outflowing gas by gas chromatography (GC) was almost 0% for C2H6 or CO2 and 100% for CH4, indicating that compound 1 provides complete separation of C2H6 or CO2 from CH4 under flowing conditions, which is consistent with equilibrium adsorption behaviors and the IAST results.",10.1002/adfm.201203288
339,UiO-66,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of UiO-66. It mentions that UiO-66 shows good water stability, however, the 12-coordinated nodes may impede efficient adsorption sites. This does not provide enough information to classify it as stable or unstable according to the given rules.",10.1002/adfm.201203288
340,PCN-222(Fe),HELLOW,Water Stability,Stable,N/A,,"The powder X-ray diffraction (XRD) patterns remain intact upon immersion in water, boiling water, as well as 2m, 4m, 8m, and even concentrated aqueous HCl solutions for 24 h, suggesting that no phase transition or framework collapse happens during these treatments. More importantly, the N2 sorption isotherms remained almost the same through all treatments, which further confirmed that the tested frameworks remained intact. Strikingly, PCN-222(Fe) survived even after treatment with concentrated HCl, a result which has rarely been observed with MOF materials and which demonstrates its exceptionally high chemical stability.",10.1002/anie.201204475
341,PCN-222(Mn),HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information about the water stability of PCN-222(Mn). The text primarily discusses the stability of PCN-222(Fe) and other MOFs in general terms, but does not specifically mention the water stability of PCN-222(Mn).",10.1002/anie.201204475
342,PCN-222(Co),HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1002/anie.201204475
343,PCN-222(Ni),HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1002/anie.201204475
344,PCN-222(Cu),HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1002/anie.201204475
345,PCN-222(Zn),HELLOW,Water Stability,Not provided,,,Not provided,10.1002/anie.201204475
346,PCN-222(no metal),HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1002/anie.201204475
347,"Zn(1,4-BDP)",HELLOW,Water Stability,Stable,N/A,,"1. Complete regeneration of the porous structure was also proven by a low-pressure H2 adsorption measurement at 77 K, which, as discussed below, showed no change in uptake capacity subsequent to treatment with hot water. 2. The original phase is rapidly regenerated, however, upon re-immersion of this modified phase in DEF for only 3 min. 3. The results suggest that no bonds are broken in the framework upon heating in water, and that only a slight, reversible change in its conformation occurs during the treatment.",10.1039/b917512a
348,"Co(1,3-BDP)",HELLOW,Water Stability,Not provided,,,Not provided,10.1039/b917512a
349,"Zn(1,3-BDP)",HELLOW,Water Stability,Stable,Not applicable,,"Pyrazolate-bridged metal–organic frameworks incorporating tetrahedral Zn2+ ions are shown to exhibit a high chemical stability in boiling water, organic solvents, and acidic media, and are assessed for their hydrogen storage properties. The discovery of new high-surface area metal–organic frameworks that are stable to air, water, other chemical agents, and high temperatures is an important step in extending the versatility of these metal–organic frameworks. To this end, it has been shown that microporous imidazolate-bridged frameworks can exhibit high thermal stability and remarkable chemical resistance in boiling alkaline water and other solvents. This behavior is likely due to the greater basicity of imidazolate, as reflected in the significantly higher pKa of imidazoles relative to carboxylic acids, which results in stronger metal–ligand bonds. Given that pyrazoles have similar high pKa values, pyrazolate-based metal– organic frameworks should also exhibit good thermal and chemical stability. Accordingly, we are working to extend our previous metal–tetrazolate framework chemistry3,7 to triazolate-8 and pyrazolate-based ligands, and recently reported the synthesis of Co(1,4-BDP) (1,4-H2BDP ¼ 1,4-benzenedi(4-pyrazolyl)), which displays remarkable flexibility and a large Langmuir surface area of 2670 m2 g1. Here, we demonstrate the use of 1,4-H2BDP and its meta isomer 1,3-benzenedi(4-pyrazolyl) (1,3-H2BDP) in the synthesis of rigid zinc-containing frameworks exhibiting good cryogenic H2 adsorption properties and excellent stability to boiling solvents, including water.",10.1039/b917512a
350,PCMOF-5,HELLOW,Water Stability,Stable,N/A,,"A fresh sample of PCMOF-5 was boiled in water for 7 days without significant loss in crystallinity, or mass loss, indicating the material was insoluble and stable to water. The amorphization and condensation likely occur with some retention of similar local environment, as a sample heated to release all structural water regained crystallinity by boiling in water (without dissolution). PCMOF-5 shows proton conductivity on the order of the best MOF materials with the lowest activation energy for proton transfer in any MOF. Moreover, it is stable to water in terms of both the framework connectivity but also with regard to swelling.",10.1021/ja310435e
351,SNU-80,HELLOW,Water Stability,Stable,N/A,,"1. ""Interestingly, SNU-80 adsorbed only 12 cm3 g-1 (0.55 mol, 0.98 wt%) of water vapour at P/P0=0.97 (Figure 3). To confirm the result, a sample of SNU-80 was kept under the saturated water vapour pressure at room temperature for one week. The TG curve of the moisture-exposed sample showed 1.0% weight loss at 25–150 8C (Figure S11 in the Supporting Information). Its EA data (C: 59.34%; H, 6.81%; N, 5.88%) were very similar to those of the freshly prepared SNU-80 (C, 59.67%; H, 7.04%; N, 5.97%). The PXRD patterns of SNU-80 revealed that the framework structure was unchanged after exposure to saturated water vapour at room temperature for one week as well as after immersion in liquid water for one week (Figure S4 in the Supporting Information)."" 2. ""The results demonstrate that the pores of SNU-80 are highly hydrophobic, despite the fact that the pore sizes are larger than the kinetic diameter of water molecules (2.65 ), as evidenced by the adsorption of CH4 gas (kinetic diameter, 3.80 )."" 3. ""In contrast to desolvated SNU-80, which was stable in saturated water vapour as well as in liquid water, the green crystals of as-synthesized SNU-80a became amorphous after being immersed in water for 6 h (Figure S12 in the Supporting Information), and degraded to colourless powder after being immersed in water for 2 days, which was ascribed to the ligand teia by NMR spectroscopy.""",10.1002/chem.201103078
352,SNU-80a,HELLOW,Water Stability,Unstable,N/A,,"In contrast to desolvated SNU-80, which was stable in saturated water vapour as well as in liquid water, the green crystals of as-synthesized SNU-80a became amorphous after being immersed in water for 6 h (Figure S12 in the Supporting Information), and degraded to colourless powder after being immersed in water for 2 days, which was ascribed to the ligand teia by NMR spectroscopy.",10.1002/chem.201103078
353,CALF-25,HELLOW,Water Stability,Stable,N/A,,"1. ""The stability of CALF-25 toward water was further studied by powder X-ray diffraction (PXRD) and gas sorption on samples exposed to harsh humid conditions. CALF-25 used for water vapor sorption analysis was exposed to maximum conditions of 95% relative humidity at 312.9 K, corresponding to a water vapor partial pressure of 69.2 mbar. Following water vapor sorption, there was no change in the PXRD pattern (Figure S8) and only a 2% reduction in N2 uptake at 77 K (Figure S1).""

2. ""To test the stability further, higher temperatures were employed. CALF-25 was exposed for 24 h to 90% relative humidity at 353 K, corresponding to a water partial pressure of 426.7 mbar. This treatment also gave no changes in the PXRD pattern.""

3. ""The retention of crystallinity and porosity of CALF-25 at 273 K after exposure to humid conditions suggests that the material is stable toward water vapor.""",10.1021/ja306812r
354,DUT-51(Zr),HELLOW,Water Stability,Stable,N/A,,"DUT-51(Zr) and DUT-51(Hf) are stable against hydrolysis and can be stored under ambient conditions without loss of crystallinity or porosity. The hydrothermal stability of both compounds was demonstrated by soaking dried samples in water for 12 hours. The powder XRD patterns, measured after this time, show no significant loss of crystallinity (see Fig. 3 and Section S6, ESIz).",10.1039/c2cc34246d
355,DUT-51(Hf),HELLOW,Water Stability,Stable,N/A,,"DUT-51(Zr) and DUT-51(Hf) are stable against hydrolysis and can be stored under ambient conditions without loss of crystallinity or porosity. The hydrothermal stability of both compounds was demonstrated by soaking dried samples in water for 12 hours. The powder XRD patterns, measured after this time, show no significant loss of crystallinity (see Fig. 3 and Section S6, ESIz).",10.1039/c2cc34246d
356,MOF-525,HELLOW,Water Stability,Stable,Not applicable,,"In addition to their large surface areas, both porphyrincontaining MOFs are exceptionally chemically stable, maintaining their structures under aqueous and organic conditions. MOF-525 and -545 were metalated with iron(III) and copper(II) to yield the metalated analogues without losing their high surface area and chemical stability.",10.1021/ic300825s
357,MOF-535,HELLOW,Water Stability,Not provided,,,The document does not provide specific information regarding the water stability of MOF-535. It mentions the synthesis and structural analysis of MOF-535 but does not discuss its behavior or stability in water or aqueous solutions.,10.1021/ic300825s
358,MOF-545,HELLOW,Water Stability,Stable,Not applicable,,"In addition to their large surface areas, both porphyrincontaining MOFs are exceptionally chemically stable, maintaining their structures under aqueous and organic conditions. MOF-525 and -545 were metalated with iron(III) and copper(II) to yield the metalated analogues without losing their high surface area and chemical stability.",10.1021/ic300825s
359,"Al(OH)(1,4-NDC)",HELLOW,Water Stability,Unstable,N/A,,"The adsorption isotherm of water shows no uptake up to 9.5 mmHg followed by a steep rise and the attainment of the saturation capacity of 204 cm3 g-1 (8.9 molecules per unit cell) at P/P0 = 0.4 with a large hysteresis loop; thus, it can be classified as type V. The existence of a pressure threshold is less common in PCPs since most PCPs show a high affinity for the presence of hydrophilic sites in their frameworks. The behavior of Al(OH)(1,4-NDC) is instead typical of hydrophobic pore surfaces, and this behavior suggests the formation of only weak guest-wall interactions as a consequence of the presence of naphthalene rings lining the nanochannel walls.",10.1021/ja802589u 
360,UTSA-16,HELLOW,Water Stability,Stable,Not applicable,,"UTSA-16 exhibits repeatable and reversible CO2 sorption (Supplementary Fig. S7). More importantly, the re-activated UTSA-16 from the used sample, which has been exposed in the air for 3 days, still keeps the same sorption capacities for CO2, indicating that UTSA-16 is not air sensitive. It needs to be mentioned that the existence of the coordinated water molecules is essential for UTSA-16 to have high CO2 capture capacity. In fact, once all the water molecules within UTSA-16 are removed at elevated temperature, the resulting anhydrous material is non-porous.",10.1038/ncomms1956
361,CuBTC,HELLOW,Water Stability,Not provided,N/A,,The document does not provide specific information regarding the water stability of CuBTC. There are no sentences that discuss its behavior in water or humid conditions.,10.1038/ncomms1956
362,Mg-MOF-74,HELLOW,Water Stability,Unstable,N/A,,"Mg-MOF-74 is very unique because of its extremely high CO2 uptake at room temperature and 1bar. However, because the interactions of Mg-MOF-74 with water molecules are very strong, Mg-MOF-74 is highly sensitivity to the moisture, leading to its significantly reduced CO2 storage capacities once it is exposed to the air.",10.1038/ncomms1956
363,MIL-101,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1038/ncomms1956
364,Cu-TDPAT,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1038/ncomms1956
365,bio-MOF-11,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1038/ncomms1956
366,MOF-177,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1038/ncomms1956
367,ZIF-78,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1038/ncomms1956
368,ZnMOF-74,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1038/ncomms1956
369,[Zn 6-(IDC)4(OH)2(Hprz) 2]n,HELLOW,Water Stability,Stable,N/A,,"MOF 1 can adsorb water selectively over organic solvents and can be regenerated and reused. It also represents a rare example of a MOF with open channels that form/collapse reversibly upon hydration/dehydration. The desorption/adsorption experiments can be repeated many times, indicating that the framework of 1 is resilient toward dehydration/hydration. Compound 1 represents a rare example of a MOF with open channels that form/collapse reversibly upon hydration/dehydration. It can be used as a desiccant that adsorbs water molecules very selectively. Compared to traditional molecular sieves that are widely used as desiccants for organic solvents, 1 possesses the following advantages: first, the adsorbed water molecules can be removed under relatively lower temperatures and, second, 1 can selectively adsorb water molecules over organic solvents.",10.1021/ic7004908
370,[Cd(NDC) 0.5(PCA)] .Gx,HELLOW,Water Stability,Stable,Not applicable,,"1. ""The framework is highly stable in presence of water vapor even at 60 °C.""
2. ""The high CO2 selectivity over other gases and water stability makes the compound promising candidate for industrial postcombustion gas separation application.""",10.1021/ic202102m
